img_path,z
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0037940.png,0.002275
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0037943.png,0.05218
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0037949.png,0.021
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0037951.png,0.003886
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0037971.png,0.0205
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0037999.png,0.00404
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038010.png,0.02141
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038012.png,0.02427
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038014.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038018.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038024.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038031.png,0.006656
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038033.png,0.01728
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038036.png,0.07011
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038552.png,0.03487
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038565.png,0.02265
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038567.png,0.003401
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038572.png,0.009647
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038582.png,0.00308
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038585.png,0.02527
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038601.png,0.03759
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038603.png,0.02262
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038613.png,0.02419
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038619.png,0.03734
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038624.png,0.005716
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038643.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038645.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038654.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038665.png,0.02634
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038669.png,0.006561
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038674.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038677.png,0.02216
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038680.png,0.008758
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038682.png,0.01976
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038684.png,0.008523
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038687.png,0.03526
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038688.png,0.0008787
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038690.png,0.05736
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038692.png,0.002848
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038693.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038704.png,0.02254
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038706.png,0.03704
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038718.png,0.03377
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038720.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038739.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038740.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038746.png,0.05043
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038749.png,0.007244
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038773.png,0.02261
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038778.png,0.003978
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038781.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038793.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038794.png,0.02042
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038795.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038803.png,0.0007679
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038811.png,0.02285
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038815.png,0.00725
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038820.png,0.02292
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038822.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038848.png,0.01337
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038852.png,0.03911
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038858.png,0.02391
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038881.png,0.0007435
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038885.png,0.006297
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038888.png,6.73E-05
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038890.png,0.007602
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038905.png,0.6158
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038916.png,0.007328
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038921.png,0.03781
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038933.png,0.02124
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038935.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038943.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038945.png,-0.0006626
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038946.png,0.03805
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038950.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038951.png,0.002499
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038964.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0038988.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039002.png,0.006871
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039004.png,0.03046
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039014.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039017.png,0.02488
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039023.png,0.0004478
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039025.png,0.007036
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039028.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039034.png,0.00882
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039040.png,0.008214
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039053.png,0.02099
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039058.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039067.png,0.004019
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039068.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039073.png,0.02486
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039082.png,0.01473
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039090.png,0.03104
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039092.png,0.022
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039099.png,0.02044
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039113.png,0.001987
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039114.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039122.png,0.06191
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039124.png,0.007829
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039138.png,0.03344
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039142.png,0.0009255
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039145.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039150.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039152.png,0.007803
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039158.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039160.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039170.png,0.01746
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039183.png,0.00236
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039184.png,0.009065
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039188.png,0.00673
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039191.png,0.001221
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039203.png,0.01366
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039211.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039215.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039224.png,-0.0005226
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039225.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039233.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039237.png,0.002658
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039241.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039245.png,0.02106
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039246.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039251.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039256.png,0.00461
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039265.png,0.007399
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039266.png,0.004411
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039275.png,0.05003
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039280.png,0.01726
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039285.png,0.003082
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039308.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039312.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039316.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039321.png,0.02237
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039328.png,0.008663
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039329.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039335.png,0.04012
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039344.png,0.002294
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039348.png,0.06206
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039353.png,0.02418
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039354.png,0.02478
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039366.png,0.009299
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039380.png,0.004042
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039384.png,0.007633
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039388.png,0.006867
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039389.png,0.007417
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039390.png,0.007251
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039393.png,0.002892
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039397.png,0.004972
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039412.png,0.007481
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039418.png,0.02321
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039422.png,0.000853
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039423.png,0.001763
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039431.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039461.png,0.002848
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039466.png,0.02964
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039474.png,0.1
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039479.png,0.0124
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039480.png,0.01301
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039483.png,0.002529
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039493.png,0.01849
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039495.png,0.019
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039497.png,0.04987
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039503.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039537.png,0.00278
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039568.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039578.png,0.007845
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039580.png,0.02136
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039587.png,0.02581
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039592.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039600.png,0.00143
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039601.png,0.01865
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039613.png,0.008089
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039615.png,0.0004535
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039624.png,0.009053
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039628.png,0.005111
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039635.png,0.01214
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039656.png,0.005957
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039657.png,0.008284
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039659.png,0.007314
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039676.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039680.png,0.01366
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039683.png,0.01588
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039687.png,0.008404
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039695.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039697.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039699.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039704.png,0.01141
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039705.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039708.png,0.007498
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039710.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039712.png,0.00672
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039714.png,0.03964
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039718.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039719.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039738.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039753.png,0.02459
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039759.png,0.007313
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039775.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039785.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039794.png,0.005764
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039799.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039819.png,0.005265
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039832.png,0.007056
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039840.png,0.001745
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039859.png,0.01005
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039864.png,0.002527
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039886.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039892.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039897.png,0.03796
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039902.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039918.png,0.001483
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039919.png,0.03949
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039925.png,0.001226
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039943.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039950.png,0.003812
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039953.png,0.04022
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039964.png,0.02299
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039965.png,0.004248
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039968.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039974.png,0.003721
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0039999.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040002.png,0.002795
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040004.png,0.003056
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040005.png,0.0004728
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040014.png,0.002826
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040015.png,0.006104
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040026.png,0.003789
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040030.png,0.00644
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040031.png,0.01845
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040032.png,0.005086
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040033.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040034.png,0.01949
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040051.png,0.003515
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040068.png,0.003953
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040078.png,0.02478
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040095.png,0.0005963
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040105.png,0.004811
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040111.png,0.007993
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040119.png,0.004162
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040122.png,0.004025
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040128.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040133.png,0.009225
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040145.png,0.06238
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040147.png,0.005085
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040153.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040169.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040171.png,0.006172
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040201.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040209.png,0.001604
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040218.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040228.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040250.png,0.02556
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040251.png,0.003333
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040252.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040256.png,0.02644
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040260.png,0.02516
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040264.png,-0.001461
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040273.png,0.004755
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040278.png,0.02693
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040280.png,0.003085
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040284.png,0.00676
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040296.png,0.01378
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040303.png,0.003759
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040306.png,0.007674
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040309.png,0.01495
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040313.png,0.006989
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040317.png,0.004258
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040329.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040330.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040337.png,0.02415
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040342.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040346.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040347.png,0.02659
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040363.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040374.png,0.0255
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040375.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040396.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040406.png,0.02396
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040439.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040442.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040455.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040475.png,0.008425
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040477.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040484.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040485.png,-0.001027
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040500.png,0.004412
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040507.png,0.00319
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040530.png,-0.0003408
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040536.png,0.02502
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040537.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040561.png,0.02512
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040562.png,0.001834
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040563.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040564.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040566.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040581.png,0.008564
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040596.png,0.00104
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040597.png,0.003702
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040605.png,0.0249
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040607.png,0.003931
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040621.png,0.004699
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040622.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040629.png,0.02527
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040632.png,0.02369
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040643.png,0.005813
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040644.png,0.0007686
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040645.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040652.png,0.02987
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040653.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040658.png,0.006733
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040660.png,0.02266
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040673.png,0.02489
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040694.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040695.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040697.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040705.png,0.000285
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040727.png,0.003044
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040743.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040745.png,0.004212
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040754.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040756.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040761.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040762.png,0.007077
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040772.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040775.png,0.00574
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040785.png,0.00518
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040789.png,0.02944
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040790.png,0.007336
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040791.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040797.png,0.02925
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040807.png,-99.99
/content/drive/MyDrive/Colab Notebooks/galaxy_images/PGC0040809.png,-99.99
